2022 Federal Election Senate First Preferences By Polling Place for Division 156 [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:29 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
QLD,156,Brisbane,5168,Ashgrove,A,38182,0,A Above-the-line Votes,,2
QLD,156,Brisbane,5168,Ashgrove,A,37621,1,"HARRIS, Len",,2
QLD,156,Brisbane,5168,Ashgrove,A,37648,2,"YUILLE, Debra",,0
QLD,156,Brisbane,5168,Ashgrove,B,38169,0,B Above-the-line Votes,Socialist Alliance,5
QLD,156,Brisbane,5168,Ashgrove,B,36130,1,"LEES, Renee",Socialist Alliance,0
QLD,156,Brisbane,5168,Ashgrove,B,36133,2,"EMANUEL, Kamala",Socialist Alliance,0
QLD,156,Brisbane,5168,Ashgrove,C,38186,0,C Above-the-line Votes,Legalise Cannabis Australia,49
QLD,156,Brisbane,5168,Ashgrove,C,37686,1,"BRADLEY, Bernard Anthony",Legalise Cannabis Australia,7
QLD,156,Brisbane,5168,Ashgrove,C,37688,2,"LUYKEN, Suzette",Legalise Cannabis Australia,0
QLD,156,Brisbane,5168,Ashgrove,D,38187,0,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,9
QLD,156,Brisbane,5168,Ashgrove,D,37694,1,"MARTIN, Rhett",Sustainable Australia Party - Stop Overdevelopment / Corruption,2
QLD,156,Brisbane,5168,Ashgrove,D,37697,2,"FIRESTONE, Timotheos",Sustainable Australia Party - Stop Overdevelopment / Corruption,0
QLD,156,Brisbane,5168,Ashgrove,E,38173,0,E Above-the-line Votes,Reason Australia,3
QLD,156,Brisbane,5168,Ashgrove,E,36777,1,"WILLIAMS, Ron",Reason Australia,0
QLD,156,Brisbane,5168,Ashgrove,E,36780,2,"JORDAN, Frank",Reason Australia,0
QLD,156,Brisbane,5168,Ashgrove,F,38171,0,F Above-the-line Votes,TNL,1
QLD,156,Brisbane,5168,Ashgrove,F,36269,1,"BRENNAN, Bess",TNL,0
QLD,156,Brisbane,5168,Ashgrove,F,36277,2,"KENNISH, Hannah",TNL,0
QLD,156,Brisbane,5168,Ashgrove,F,36284,3,"HOPLEY, Steven",TNL,0
QLD,156,Brisbane,5168,Ashgrove,F,36292,4,"MOMSEN, Jonathon",TNL,0
QLD,156,Brisbane,5168,Ashgrove,F,36298,5,"INGRAM, Lloyd",TNL,0
QLD,156,Brisbane,5168,Ashgrove,F,36303,6,"CREIGHTON, Jack",TNL,0
QLD,156,Brisbane,5168,Ashgrove,G,38180,0,G Above-the-line Votes,Federal ICAC Now,1
QLD,156,Brisbane,5168,Ashgrove,G,37466,1,"PAYNE, Kerin",Federal ICAC Now,1
QLD,156,Brisbane,5168,Ashgrove,G,37481,2,"CARROLL, Ken",Federal ICAC Now,0
QLD,156,Brisbane,5168,Ashgrove,H,38185,0,H Above-the-line Votes,,1
QLD,156,Brisbane,5168,Ashgrove,H,37670,1,"DICKSON, Steve",,0
QLD,156,Brisbane,5168,Ashgrove,H,37672,2,"LLOYD, Rebecca",,0
QLD,156,Brisbane,5168,Ashgrove,I,38183,0,I Above-the-line Votes,,1
QLD,156,Brisbane,5168,Ashgrove,I,37659,1,"HEAD, Mike",,0
QLD,156,Brisbane,5168,Ashgrove,I,37665,2,"DAVIS, John",,0
QLD,156,Brisbane,5168,Ashgrove,J,38177,0,J Above-the-line Votes,Queensland Greens,460
QLD,156,Brisbane,5168,Ashgrove,J,36786,1,"ALLMAN-PAYNE, Penny",Queensland Greens,35
QLD,156,Brisbane,5168,Ashgrove,J,36791,2,"SRI, Anna",Queensland Greens,5
QLD,156,Brisbane,5168,Ashgrove,J,36793,3,"PENNINGS, Ben",Queensland Greens,2
QLD,156,Brisbane,5168,Ashgrove,J,36795,4,"SIDHU, Navdeep Singh",Queensland Greens,1
QLD,156,Brisbane,5168,Ashgrove,J,36796,5,"NELLIGAN, Alyce",Queensland Greens,1
QLD,156,Brisbane,5168,Ashgrove,J,36797,6,"HALEY, Rebecca",Queensland Greens,2
QLD,156,Brisbane,5168,Ashgrove,K,38184,0,K Above-the-line Votes,Indigenous - Aboriginal Party of Australia,11
QLD,156,Brisbane,5168,Ashgrove,K,37679,1,"HENAWAY, Lionel",Indigenous - Aboriginal Party of Australia,2
QLD,156,Brisbane,5168,Ashgrove,K,37682,2,"CARR, Jenny-Lee",Indigenous - Aboriginal Party of Australia,1
QLD,156,Brisbane,5168,Ashgrove,L,38166,0,L Above-the-line Votes,Citizens Party,2
QLD,156,Brisbane,5168,Ashgrove,L,36043,1,"PUKALLUS, Jan",Citizens Party,0
QLD,156,Brisbane,5168,Ashgrove,L,36046,2,"DOEL, Rod",Citizens Party,0
QLD,156,Brisbane,5168,Ashgrove,M,38170,0,M Above-the-line Votes,The Great Australian Party,5
QLD,156,Brisbane,5168,Ashgrove,M,37136,1,"MILES, Jason",The Great Australian Party,0
QLD,156,Brisbane,5168,Ashgrove,M,37138,2,"COTTAM, Elise",The Great Australian Party,0
QLD,156,Brisbane,5168,Ashgrove,N,38178,0,N Above-the-line Votes,Australian Values Party,5
QLD,156,Brisbane,5168,Ashgrove,N,36890,1,"RUSSELL, Heston",Australian Values Party,0
QLD,156,Brisbane,5168,Ashgrove,N,36892,2,"HANSEN, Jay",Australian Values Party,0
QLD,156,Brisbane,5168,Ashgrove,O,38181,0,O Above-the-line Votes,Australian Federation Party,2
QLD,156,Brisbane,5168,Ashgrove,O,37434,1,"TILYARD, Isabel",Australian Federation Party,0
QLD,156,Brisbane,5168,Ashgrove,O,37436,2,"BENNETT, Jackie",Australian Federation Party,0
QLD,156,Brisbane,5168,Ashgrove,O,37795,3,"SMYTH, Michael Francis",Australian Federation Party,0
QLD,156,Brisbane,5168,Ashgrove,P,38174,0,P Above-the-line Votes,Animal Justice Party,21
QLD,156,Brisbane,5168,Ashgrove,P,36519,1,"SEVERNS, Mackenzie",Animal Justice Party,0
QLD,156,Brisbane,5168,Ashgrove,P,36522,2,"WEBER, Sue",Animal Justice Party,0
QLD,156,Brisbane,5168,Ashgrove,Q,38188,0,Q Above-the-line Votes,Australian Democrats,5
QLD,156,Brisbane,5168,Ashgrove,Q,37704,1,"ARBUCKLE, Luke",Australian Democrats,1
QLD,156,Brisbane,5168,Ashgrove,Q,37707,2,"SIMPSON, Chris",Australian Democrats,0
QLD,156,Brisbane,5168,Ashgrove,R,38165,0,R Above-the-line Votes,UAP,25
QLD,156,Brisbane,5168,Ashgrove,R,36116,1,"PALMER, Clive Frederick",United Australia Party,2
QLD,156,Brisbane,5168,Ashgrove,R,36119,2,"BREWSTER, Martin",United Australia Party,0
QLD,156,Brisbane,5168,Ashgrove,R,36124,3,"ADIDI, Desmond",United Australia Party,0
QLD,156,Brisbane,5168,Ashgrove,R,36125,4,"McCABE, Jack",United Australia Party,0
QLD,156,Brisbane,5168,Ashgrove,S,38179,0,S Above-the-line Votes,Liberal National Party of Queensland,556
QLD,156,Brisbane,5168,Ashgrove,S,37053,1,"McGRATH, James",Liberal National Party of Queensland,13
QLD,156,Brisbane,5168,Ashgrove,S,37058,2,"CANAVAN, Matt",Liberal National Party of Queensland,3
QLD,156,Brisbane,5168,Ashgrove,S,37060,3,"STOKER, Amanda",Liberal National Party of Queensland,8
QLD,156,Brisbane,5168,Ashgrove,S,37064,4,"TOBIN, Nicole",Liberal National Party of Queensland,0
QLD,156,Brisbane,5168,Ashgrove,S,37068,5,"CRIPPS, Andrew",Liberal National Party of Queensland,1
QLD,156,Brisbane,5168,Ashgrove,S,37073,6,"WARD, Fiona",Liberal National Party of Queensland,2
QLD,156,Brisbane,5168,Ashgrove,T,38172,0,T Above-the-line Votes,Informed Medical Options Party,1
QLD,156,Brisbane,5168,Ashgrove,T,36371,1,"LAHN, Allona",Informed Medical Options Party,0
QLD,156,Brisbane,5168,Ashgrove,T,36375,2,"MELHOP, Jasmine",Informed Medical Options Party,0
QLD,156,Brisbane,5168,Ashgrove,T,36376,3,"LAMBETH, Peter",Informed Medical Options Party,0
QLD,156,Brisbane,5168,Ashgrove,U,38167,0,U Above-the-line Votes,"FUSION: Science, Pirate, Secular, Climate Emergency",8
QLD,156,Brisbane,5168,Ashgrove,U,36057,1,"SELIC, Brandon","FUSION: Science, Pirate, Secular, Climate Emergency",0
QLD,156,Brisbane,5168,Ashgrove,U,36069,2,"WHATLING, Roger","FUSION: Science, Pirate, Secular, Climate Emergency",0
QLD,156,Brisbane,5168,Ashgrove,V,38189,0,V Above-the-line Votes,Drew Pavlou Democratic Alliance,5
QLD,156,Brisbane,5168,Ashgrove,V,37811,1,"PAVLOU, Drew",Drew Pavlou Democratic Alliance,1
QLD,156,Brisbane,5168,Ashgrove,V,37814,2,"LEITCH, Simon",Drew Pavlou Democratic Alliance,0
QLD,156,Brisbane,5168,Ashgrove,W,38176,0,W Above-the-line Votes,Liberal Democrats,39
QLD,156,Brisbane,5168,Ashgrove,W,36873,1,"NEWMAN, Campbell",Liberal Democrats,11
