2022 Federal Election Senate First Preferences By Polling Place for Division 328 [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:52 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
VIC,328,Corangamite,3454,Bannockburn,A,37909,0,A Above-the-line Votes,Reason Australia,4
VIC,328,Corangamite,3454,Bannockburn,A,36960,1,"VEGA, Yolanda",Reason Australia,2
VIC,328,Corangamite,3454,Bannockburn,A,36963,2,"MILLWARD, Harry",Reason Australia,0
VIC,328,Corangamite,3454,Bannockburn,B,37921,0,B Above-the-line Votes,,10
VIC,328,Corangamite,3454,Bannockburn,B,37624,1,"RICHARDSON, Damien",,1
VIC,328,Corangamite,3454,Bannockburn,B,37628,2,"McBRIDE, John",,0
VIC,328,Corangamite,3454,Bannockburn,C,37915,0,C Above-the-line Votes,Australian Democrats,12
VIC,328,Corangamite,3454,Bannockburn,C,37391,1,"GREEN, Leonie",Australian Democrats,0
VIC,328,Corangamite,3454,Bannockburn,C,37400,2,"JAGOE, Stephen Peter",Australian Democrats,0
VIC,328,Corangamite,3454,Bannockburn,D,37903,0,D Above-the-line Votes,Liberal/The Nationals,511
VIC,328,Corangamite,3454,Bannockburn,D,36604,1,"HENDERSON, Sarah",Liberal,13
VIC,328,Corangamite,3454,Bannockburn,D,36614,2,"McKENZIE, Bridget",The Nationals,1
VIC,328,Corangamite,3454,Bannockburn,D,36617,3,"MIRABELLA, Greg",Liberal,1
VIC,328,Corangamite,3454,Bannockburn,D,36621,4,"KMETJ, Chrestyna",Liberal,0
VIC,328,Corangamite,3454,Bannockburn,D,36627,5,"HARRINGTON, Mick",The Nationals,0
VIC,328,Corangamite,3454,Bannockburn,D,36632,6,"BURGESS, David",Liberal,1
VIC,328,Corangamite,3454,Bannockburn,E,37919,0,E Above-the-line Votes,Legalise Cannabis Australia,65
VIC,328,Corangamite,3454,Bannockburn,E,37553,1,"SMITH, Elissa",Legalise Cannabis Australia,2
