2022 Federal Election Senate First Preferences By Polling Place for Division 316 [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:50 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
QLD,316,Wright,5602,Blenheim,A,38182,0,A Above-the-line Votes,,0
QLD,316,Wright,5602,Blenheim,A,37621,1,"HARRIS, Len",,1
QLD,316,Wright,5602,Blenheim,A,37648,2,"YUILLE, Debra",,0
QLD,316,Wright,5602,Blenheim,B,38169,0,B Above-the-line Votes,Socialist Alliance,4
QLD,316,Wright,5602,Blenheim,B,36130,1,"LEES, Renee",Socialist Alliance,0
QLD,316,Wright,5602,Blenheim,B,36133,2,"EMANUEL, Kamala",Socialist Alliance,0
QLD,316,Wright,5602,Blenheim,C,38186,0,C Above-the-line Votes,Legalise Cannabis Australia,21
QLD,316,Wright,5602,Blenheim,C,37686,1,"BRADLEY, Bernard Anthony",Legalise Cannabis Australia,3
QLD,316,Wright,5602,Blenheim,C,37688,2,"LUYKEN, Suzette",Legalise Cannabis Australia,0
QLD,316,Wright,5602,Blenheim,D,38187,0,D Above-the-line Votes,Sustainable Australia Party - Stop Overdevelopment / Corruption,3
QLD,316,Wright,5602,Blenheim,D,37694,1,"MARTIN, Rhett",Sustainable Australia Party - Stop Overdevelopment / Corruption,1
QLD,316,Wright,5602,Blenheim,D,37697,2,"FIRESTONE, Timotheos",Sustainable Australia Party - Stop Overdevelopment / Corruption,0
QLD,316,Wright,5602,Blenheim,E,38173,0,E Above-the-line Votes,Reason Australia,0
QLD,316,Wright,5602,Blenheim,E,36777,1,"WILLIAMS, Ron",Reason Australia,0
QLD,316,Wright,5602,Blenheim,E,36780,2,"JORDAN, Frank",Reason Australia,0
QLD,316,Wright,5602,Blenheim,F,38171,0,F Above-the-line Votes,TNL,0
QLD,316,Wright,5602,Blenheim,F,36269,1,"BRENNAN, Bess",TNL,0
QLD,316,Wright,5602,Blenheim,F,36277,2,"KENNISH, Hannah",TNL,0
QLD,316,Wright,5602,Blenheim,F,36284,3,"HOPLEY, Steven",TNL,0
QLD,316,Wright,5602,Blenheim,F,36292,4,"MOMSEN, Jonathon",TNL,0
QLD,316,Wright,5602,Blenheim,F,36298,5,"INGRAM, Lloyd",TNL,0
QLD,316,Wright,5602,Blenheim,F,36303,6,"CREIGHTON, Jack",TNL,0
QLD,316,Wright,5602,Blenheim,G,38180,0,G Above-the-line Votes,Federal ICAC Now,1
QLD,316,Wright,5602,Blenheim,G,37466,1,"PAYNE, Kerin",Federal ICAC Now,0
